BrandID,BrandName,CategoryName,ProductID,ProductName,ProductDescription,ProductSize,Currancy,OriginalPrice,SellPrice,Discount
2,109f,Westernwear-Women,DRW15,DRW15 - Westernwear-Women,womens 2 pocket solid pants - navy,"Size:Small,X-Small",Rs.,1898,759,60% off
2,109f,Westernwear-Women,DRW16,DRW16 - Westernwear-Women,womens ruffled collar self printed top - natural,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,1498,599,60% off
2,109f,Westernwear-Women,DRW17,DRW17 - Westernwear-Women,womens round neck solid top - birch,Size:X-Small,Rs.,1198,479,60% off
2,109f,Westernwear-Women,DRW18,DRW18 - Westernwear-Women,womens round neck solid knee length dress - black,Size:X-Small,Rs.,1998,799,60% off
2,109f,Westernwear-Women,DRW19,DRW19 - Westernwear-Women,womens scoop neck lace top - dark brown,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1798,719,60% off
2,109f,Westernwear-Women,DRW20,DRW20 - Westernwear-Women,printed polyester cowl neck womens dress - multi,"Size:Large,Medium,X-Large",Rs.,2443,2199,10% off
2,109f,Westernwear-Women,DRW21,DRW21 - Westernwear-Women,printed rayon round neck womens top - print,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,1888,1699,10% off
2,109f,Westernwear-Women,DRW22,DRW22 - Westernwear-Women,womens round neck textured maxi dress - black,"Size:Large,Small",Rs.,2898,1159,60% off
2,109f,Westernwear-Women,DRW23,DRW23 - Westernwear-Women,solid polyester halter neck womens top - olive,"Size:Large,Medium,X-Large,XX-Large",Rs.,1666,1499,10% off
2,109f,Westernwear-Women,DRW24,DRW24 - Westernwear-Women,womens tie up neck embroidered top - black,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Rs.,1999,1799,10% off
2,109f,Westernwear-Women,DRW25,DRW25 - Westernwear-Women,womens 2 pocket solid trousers - green,Size:X-Small,Rs.,1498,599,60% off
2,109f,Westernwear-Women,DRW26,DRW26 - Westernwear-Women,womens off shoulder neck embroidered top - blue,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,1498,599,60% off
2,109f,Westernwear-Women,DRW27,DRW27 - Westernwear-Women,womens peter pan collar solid a-line dress - black,Size:Small,Rs.,2398,959,60% off
2,109f,Westernwear-Women,DRW28,DRW28 - Westernwear-Women,womens embroidered casual skirt - grey,"Size:Small,XX-Large",Rs.,2498,999,60% off
2,109f,Westernwear-Women,DRW29,DRW29 - Westernwear-Women,womens open front neck slub long shrug - grey,Size:Small,Rs.,1798,719,60% off
2,109f,Westernwear-Women,DRW30,DRW30 - Westernwear-Women,womens mandarin collar striped long shirt - lime green,Size:Small,Rs.,1598,639,60% off
2,109f,Westernwear-Women,DRW31,DRW31 - Westernwear-Women,stripes shirt collar rayon womens casual shirt - off white,"Size:Large,Medium,Small,XX-Large",Rs.,1777,1599,10% off
2,109f,Westernwear-Women,DRW32,DRW32 - Westernwear-Women,womens cold shoulder sleeves self pattern top - birch,"Size:Large,Small,X-Large,XX-Large",Rs.,2298,919,60% off
2,109f,Westernwear-Women,DRW33,DRW33 - Westernwear-Women,womens strappy neck printed maxi dress - black,"Size:Small,X-Small",Rs.,2498,999,60% off
2,109f,Westernwear-Women,DRW34,DRW34 - Westernwear-Women,printed polyester round neck womens sweatshirt - maroon,"Size:Large,Medium,X-Large,XX-Large",Rs.,2777,2499,10% off
2,109f,Westernwear-Women,DRW35,DRW35 - Westernwear-Women,womens mandarin neck solid knee length dress - black,"Size:Large,Medium,X-Large",Rs.,2498,999,60% off
2,109f,Westernwear-Women,DRW36,DRW36 - Westernwear-Women,womens round neck floral print tunic - yellow,Size:Medium,Rs.,1798,719,60% off
2,109f,Westernwear-Women,DRW37,DRW37 - Westernwear-Women,womens off shoulder stripe embroidered top - red,"Size:Large,Medium,Small",Rs.,998,399,60% off
2,109f,Westernwear-Women,DRW38,DRW38 - Westernwear-Women,womens 5 pocket solid pants - navy,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,2898,1159,60% off
2,109f,Westernwear-Women,DRW39,DRW39 - Westernwear-Women,womens round neck solid jumpsuit - dark brown,Size:Large,Rs.,1998,799,60% off
2,109f,Westernwear-Women,DRW40,DRW40 - Westernwear-Women,womens one shoulder printed top - multi,"Size:Small,X-Large,X-Small",Rs.,1443,1299,10% off
2,109f,Westernwear-Women,DRW41,DRW41 - Westernwear-Women,womens round neck textured top - green,Size:XX-Large,Rs.,998,399,60% off
2,109f,Westernwear-Women,DRW42,DRW42 - Westernwear-Women,womens collared stripe top - black,"Size:Large,Medium,Small,X-Small",Rs.,1198,479,60% off
2,109f,Westernwear-Women,DRW43,DRW43 - Westernwear-Women,womens off shoulder embroidered top - cream,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,1698,679,60% off
2,109f,Westernwear-Women,DRW44,DRW44 - Westernwear-Women,womens floral print empire waist dress - grey,"Size:Medium,Small",Rs.,2198,879,60% off
2,109f,Westernwear-Women,DRW45,DRW45 - Westernwear-Women,womens round neck slub top - grey,"Size:X-Large,X-Small",Rs.,1498,599,60% off
2,109f,Westernwear-Women,DRW46,DRW46 - Westernwear-Women,womens round neck lace top - pink,Size:X-Large,Rs.,1798,719,60% off
2,109f,Westernwear-Women,DRW47,DRW47 - Westernwear-Women,womens round neck solid top - natural,"Size:Large,X-Large",Rs.,1198,479,60% off
2,109f,Westernwear-Women,DRW48,DRW48 - Westernwear-Women,womens embroidered casual shirt - cream,"Size:X-Large,XX-Large",Rs.,1498,599,60% off
2,109f,Westernwear-Women,DRW49,DRW49 - Westernwear-Women,solid shirt collar polyester womens top - purple,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,1888,1699,10% off
2,109f,Westernwear-Women,DRW50,DRW50 - Westernwear-Women,womens mandarin neck printed shirt - black,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,1698,679,60% off
2,109f,Westernwear-Women,DRW51,DRW51 - Westernwear-Women,womens round neck solid top - blush,Size:X-Large,Rs.,1498,599,60% off
2,109f,Westernwear-Women,DRW52,DRW52 - Westernwear-Women,womens tie up neck floral print top - black,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,1598,639,60% off
2,109f,Westernwear-Women,DRW53,DRW53 - Westernwear-Women,womens round neck slub embroidered peplum top - grey,"Size:Large,Small,X-Large,XX-Large",Rs.,1398,559,60% off
2,109f,Westernwear-Women,DRW54,DRW54 - Westernwear-Women,solid polyester round neck womens dress - maroon,"Size:Large,Medium,X-Large,XX-Large",Rs.,2443,2199,10% off
2,109f,Westernwear-Women,DRW55,DRW55 - Westernwear-Women,womens tie up neck solid top - carrot,"Size:Large,Medium,Small,X-Small",Rs.,1682,639,62% off
2,109f,Westernwear-Women,DRW56,DRW56 - Westernwear-Women,womens collared stripe skater dress - cream,"Size:X-Large,XX-Large",Rs.,1798,719,60% off
2,109f,Westernwear-Women,DRW57,DRW57 - Westernwear-Women,checks rayon mandarin womens dress - black mix,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,1777,1599,10% off
2,109f,Westernwear-Women,DRW58,DRW58 - Westernwear-Women,womens tie up neck striped top - blue,Size:X-Small,Rs.,2495,499,80% off
2,109f,Westernwear-Women,DRW59,DRW59 - Westernwear-Women,womens mandarin collar striped top - black,Size:Small,Rs.,1598,639,60% off
2,109f,Westernwear-Women,DRW60,DRW60 - Westernwear-Women,stripes polyester v neck womens top - black,"Size:Large,Medium,X-Large,XX-Large",Rs.,1666,1499,10% off
2,109f,Westernwear-Women,DRW61,DRW61 - Westernwear-Women,womens round neck lace top - birch,"Size:X-Large,XX-Large",Rs.,2298,919,60% off
2,109f,Westernwear-Women,DRW62,DRW62 - Westernwear-Women,womens round neck embroidered short dress - natural,"Size:Large,Small,X-Large",Rs.,2888,2599,10% off
2,109f,Westernwear-Women,DRW63,DRW63 - Westernwear-Women,womens tie up neck solid top - cream,"Size:Large,Medium,X-Large,XX-Large,XXX-Large",Rs.,1798,719,60% off
2,109f,Westernwear-Women,DRW64,DRW64 - Westernwear-Women,womens tie up neck printed top - navy,Size:X-Large,Rs.,998,399,60% off
2,109f,Westernwear-Women,DRW65,DRW65 - Westernwear-Women,womens printed casual shirt - black,Size:X-Small,Rs.,1798,719,60% off
2,109f,Westernwear-Women,DRW66,DRW66 - Westernwear-Women,womens round neck solid top - green,"Size:Large,X-Large",Rs.,1398,559,60% off
2,109f,Westernwear-Women,DRW67,DRW67 - Westernwear-Women,solid polyester halter neck womens top - fuschia,"Size:Large,Medium,X-Large,XX-Large",Rs.,1666,1499,10% off
2,109f,Westernwear-Women,DRW68,DRW68 - Westernwear-Women,womens notched neck embroidered top - cream,"Size:X-Large,XX-Large,XXX-Large",Rs.,1698,679,60% off
2,109f,Westernwear-Women,DRW69,DRW69 - Westernwear-Women,checks polyester blend collar neck womens casual shirt - black,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,1888,1699,10% off
2,109f,Westernwear-Women,DRW70,DRW70 - Westernwear-Women,womens round neck self printed top - yellow,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,1298,519,60% off
2,109f,Westernwear-Women,DRW71,DRW71 - Westernwear-Women,printed round neck rayon womens top - red,"Size:Large,Medium,Small",Rs.,1666,1499,10% off
2,109f,Westernwear-Women,DRW72,DRW72 - Westernwear-Women,womens round neck slub top - yellow,"Size:Large,Medium,Small",Rs.,1498,599,60% off
2,109f,Westernwear-Women,DRW73,DRW73 - Westernwear-Women,womens off shoulder checked top - blue,"Size:Large,X-Large",Rs.,1666,1499,10% off
2,109f,Westernwear-Women,DRW74,DRW74 - Westernwear-Women,womens mandarin collar embroidered top - black,Size:Small,Rs.,1598,639,60% off
2,109f,Westernwear-Women,DRW75,DRW75 - Westernwear-Women,womens round neck printed top - navy,"Size:Large,Medium,Small,X-Small",Rs.,1443,1299,10% off
2,109f,Westernwear-Women,DRW76,DRW76 - Westernwear-Women,womens round neck embroidered top - cream,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,1198,479,60% off
2,109f,Westernwear-Women,DRW77,DRW77 - Westernwear-Women,printed polyester v neck womens top - print,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,1777,1599,10% off
2,109f,Westernwear-Women,DRW78,DRW78 - Westernwear-Women,womens v neck solid top - red,Size:Medium,Rs.,1332,1199,10% off
2,109f,Westernwear-Women,DRW79,DRW79 - Westernwear-Women,womens round neck embellished top - birch,"Size:Large,Medium,X-Large,XX-Large",Rs.,2298,919,60% off
2,109f,Westernwear-Women,DRW80,DRW80 - Westernwear-Women,womens solid a-line dress - natural,"Size:Large,Small,X-Large,X-Small,XX-Large",Rs.,2221,1999,10% off
2,109f,Westernwear-Women,DRW81,DRW81 - Westernwear-Women,womens solid jeggings - navy,"Size:Small,X-Small",Rs.,1898,759,60% off
2,109f,Westernwear-Women,DRW82,DRW82 - Westernwear-Women,womens collared check skater dress - blue,Size:Large,Rs.,2443,2199,10% off
2,109f,Westernwear-Women,DRW83,DRW83 - Westernwear-Women,printed polyester blend round neck womens casual shirt - black,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,1888,1699,10% off
2,109f,Westernwear-Women,DRW84,DRW84 - Westernwear-Women,solid polyester round neck womens top - blue,"Size:Large,Medium,X-Large,XX-Large",Rs.,1666,1499,10% off
2,109f,Westernwear-Women,DRW85,DRW85 - Westernwear-Women,stripes rayon collar neck womens dress - black,"Size:Large,Small",Rs.,1777,1599,10% off
2,109f,Westernwear-Women,DRW86,DRW86 - Westernwear-Women,womens round neck solid top - yellow,Size:X-Large,Rs.,1498,599,60% off
2,109f,Westernwear-Women,DRW87,DRW87 - Westernwear-Women,womens collared check ruffled shirt - navy,Size:Large,Rs.,1999,1799,10% off
2,109f,Westernwear-Women,DRW88,DRW88 - Westernwear-Women,womens solid casual maxi dress - red,"Size:Medium,Small",Rs.,2798,1119,60% off
2,109f,Westernwear-Women,DRW89,DRW89 - Westernwear-Women,womens round neck printed ruffled top - blush,"Size:Medium,Small",Rs.,1398,559,60% off
2,109f,Westernwear-Women,DRW90,DRW90 - Westernwear-Women,womens 5 pocket coated jeans - blue,"Size:Small,X-Small",Rs.,1998,799,60% off
2,109f,Westernwear-Women,DRW91,DRW91 - Westernwear-Women,womens tie up neck floral print a-line dress - birch,"Size:Large,X-Large",Rs.,1998,799,60% off
2,109f,Westernwear-Women,DRW92,DRW92 - Westernwear-Women,checkered shirt collar polyester cotton womens casual shirt - blue,"Size:Large,Medium,Small,X-Large",Rs.,1888,1699,10% off
2,109f,Westernwear-Women,DRW93,DRW93 - Westernwear-Women,womens round neck floral print top - lime green,"Size:Large,Small",Rs.,1498,599,60% off
2,109f,Westernwear-Women,DRW94,DRW94 - Westernwear-Women,printed polyester round neck womens sweatshirt - grey,"Size:Large,Medium,X-Large,XX-Large",Rs.,2777,2499,10% off
2,109f,Westernwear-Women,DRW95,DRW95 - Westernwear-Women,solid cotton high neck womens top - black,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,1888,1699,10% off
2,109f,Westernwear-Women,DRW96,DRW96 - Westernwear-Women,womens semi square neck solid midi dress - red,Size:Small,Rs.,2298,919,60% off
2,109f,Westernwear-Women,DRW97,DRW97 - Westernwear-Women,womens off shoulder neck solid top - navy,"Size:Medium,X-Small",Rs.,1498,599,60% off
2,109f,Westernwear-Women,DRW98,DRW98 - Westernwear-Women,womens solid casual pants - off white,"Size:Large,XX-Large",Rs.,1997,599,70% off
2,109f,Westernwear-Women,DRW99,DRW99 - Westernwear-Women,womens round neck floral print top - grey,Size:X-Small,Rs.,1298,519,60% off
2,109f,Westernwear-Women,DRW100,DRW100 - Westernwear-Women,womens round neck solid top - black,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,1332,1199,10% off
2,109f,Westernwear-Women,DRW101,DRW101 - Westernwear-Women,womens collared checked tunic - green,"Size:Large,Small,X-Large",Rs.,2221,1999,10% off
2,109f,Westernwear-Women,DRW102,DRW102 - Westernwear-Women,womens textured casual top - blue,"Size:Large,Medium,Small,X-Large",Rs.,1332,1199,10% off
2,109f,Westernwear-Women,DRW103,DRW103 - Westernwear-Women,solid rayon round neck womens top - yellow,"Size:Large,X-Large",Rs.,1666,1499,10% off
2,109f,Westernwear-Women,DRW104,DRW104 - Westernwear-Women,womens round neck embroidered top - coral,Size:Small,Rs.,1398,559,60% off
2,109f,Westernwear-Women,DRW105,DRW105 - Westernwear-Women,solid viscose round neck womens regular fit top - yellow,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,1443,1299,10% off
2,109f,Westernwear-Women,DRW106,DRW106 - Westernwear-Women,womens solid casual shirt - natural,Size:X-Large,Rs.,1698,679,60% off
2,109f,Westernwear-Women,DRW107,DRW107 - Westernwear-Women,womens round neck lace top - birch,Size:Medium,Rs.,1598,639,60% off
2,109f,Westernwear-Women,DRW108,DRW108 - Westernwear-Women,printed round neck rayon womens top - black,"Size:Medium,Small,X-Large",Rs.,1888,1699,10% off
2,109f,Westernwear-Women,DRW109,DRW109 - Westernwear-Women,checks rayon mandarin womens top - black,"Size:X-Large,XX-Large",Rs.,1888,1699,10% off
2,109f,Westernwear-Women,DRW110,DRW110 - Westernwear-Women,solid shirt collar regular fit womens casual shirt - olive,Size:X-Large,Rs.,1666,1499,10% off
2,109f,Westernwear-Women,DRW111,DRW111 - Westernwear-Women,womens round neck solid top - black,Size:X-Small,Rs.,1298,519,60% off
2,109f,Westernwear-Women,DRW112,DRW112 - Westernwear-Women,womens one shoulder solid top - blue,"Size:Small,X-Small",Rs.,1554,1399,10% off
2,109f,Westernwear-Women,DRW113,DRW113 - Westernwear-Women,womens round neck solid embroidered top - white,Size:Small,Rs.,1398,559,60% off
2,109f,Westernwear-Women,DRW114,DRW114 - Westernwear-Women,stripes rayon mandarin womens dress - mustard,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,2443,2199,10% off
3,18.21 man made,Fragrance-Women,FW1,FW1 - Fragrance-Women,spiced vanilla man made wash 946 ml,Nan,Rs.,6111,5500,10% off
4,aarke,Westernwear-Women,AARKE1,AARKE1 - Westernwear-Women,solid sleeveless polyester blend womens jumpsuit - black,"Size:Large,Medium,Small,X-Small",Rs.,3222,2900,10% off
4,aarke,Indianwear-Women,AARKE2,AARKE2 - Indianwear-Women,printed chiffon v neck womens short top - dusty pink,"Size:Large,Medium,X-Large",Rs.,2556,2300,10% off
4,aarke,Indianwear-Women,AARKE3,AARKE3 - Indianwear-Women,regular fit calf length polyester blend womens fusion wear skirt - rust,"Size:Large,Medium,Small,X-Large",Rs.,2111,1900,10% off
4,aarke,Indianwear-Women,AARKE4,AARKE4 - Indianwear-Women,regular fit calf length polyester blend womens fusion wear skirt - green,"Size:Large,Medium,Small,X-Large",Rs.,2111,1900,10% off
4,aarke,Indianwear-Women,AARKE5,AARKE5 - Indianwear-Women,printed round neck polyester blend womens dress - blue,"Size:Large,Medium,Small,X-Small",Rs.,4333,3900,10% off
4,aarke,Indianwear-Women,AARKE6,AARKE6 - Indianwear-Women,printed polyester blend round neck womens short top - ecru,"Size:Large,Medium,Small",Rs.,2111,1900,10% off
4,aarke,Indianwear-Women,AARKE7,AARKE7 - Indianwear-Women,printed polyester blend v neck womens short top - ecru,"Size:Large,Medium,Small,X-Large",Rs.,2111,1900,10% off
4,aarke,Indianwear-Women,AARKE8,AARKE8 - Indianwear-Women,printed polyester blend mandarin womens fusion wear kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,3778,3400,10% off
4,aarke,Indianwear-Women,AARKE9,AARKE9 - Indianwear-Women,printed square neck rayon blend womens long dress - blue,"Size:Large,Medium,Small,X-Small",Rs.,3222,2900,10% off
4,aarke,Indianwear-Women,AARKE10,AARKE10 - Indianwear-Women,embroidered rayon blend round neck womens ethnic set - red,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,6222,5600,10% off
4,aarke,Indianwear-Women,AARKE11,AARKE11 - Indianwear-Women,embroidered rayon blend v neck womens short top - blue,"Size:Large,Medium,Small,X-Large",Rs.,3000,2700,10% off
4,aarke,Indianwear-Women,AARKE12,AARKE12 - Indianwear-Women,printed cotton blend round neck womens ethnic set - ecru,"Size:Large,Medium,Small,X-Small",Rs.,3889,3500,10% off
4,aarke,Indianwear-Women,AARKE13,AARKE13 - Indianwear-Women,embroidered rayon blend round neck womens ethnic set - blue,"Size:Large,Medium,Small,X-Small",Rs.,6556,5900,10% off
4,aarke,Indianwear-Women,AARKE14,AARKE14 - Indianwear-Women,printed rayon blend round neck womens ethnic set - blue,"Size:Large,Small,X-Large",Rs.,5222,4700,10% off
4,aarke,Indianwear-Women,AARKE15,AARKE15 - Indianwear-Women,printed cotton blend collar neck womens shirt blouse - ecru,"Size:Medium,Small,X-Large",Rs.,2000,1800,10% off
4,aarke,Indianwear-Women,AARKE16,AARKE16 - Indianwear-Women,embroidered v neck rayon blend womens dress - lavender,"Size:Large,Medium,Small,X-Small",Rs.,3556,3200,10% off
4,aarke,Indianwear-Women,AARKE17,AARKE17 - Indianwear-Women,printed cotton blend collar neck womens shirt blouse - red,"Size:Large,Small",Rs.,2000,1800,10% off
4,aarke,Indianwear-Women,AARKE18,AARKE18 - Indianwear-Women,printed chiffon round neck womens short top - violet,"Size:Large,Small,X-Large",Rs.,2667,2400,10% off
4,aarke,Indianwear-Women,AARKE19,AARKE19 - Indianwear-Women,printed v neck rayon blend womens long dress - blue,"Size:Large,X-Large,X-Small",Rs.,3222,2900,10% off
4,aarke,Indianwear-Women,AARKE20,AARKE20 - Indianwear-Women,printed polyester blend collar neck womens shirt blouse - blue,Size:Small,Rs.,2889,2600,10% off
4,aarke,Indianwear-Women,AARKE21,AARKE21 - Indianwear-Women,printed square neck rayon blend womens long dress - rust,"Size:Medium,Small,X-Small",Rs.,3222,2900,10% off
4,aarke,Indianwear-Women,AARKE22,AARKE22 - Indianwear-Women,embroidered rayon blend round neck womens ethnic set - yellow,"Size:Large,Medium,Small",Rs.,6556,5900,10% off
4,aarke,Indianwear-Women,AARKE23,AARKE23 - Indianwear-Women,printed round neck polyester blend womens dress - pink,"Size:Large,Medium,Small,X-Small",Rs.,4333,3900,10% off
4,aarke,Indianwear-Women,AARKE24,AARKE24 - Indianwear-Women,printed mandarin cotton blend womens dress - pink,"Size:Medium,Small,X-Small",Rs.,3222,2900,10% off
4,aarke,Indianwear-Women,AARKE25,AARKE25 - Indianwear-Women,printed square neck cotton blend womens dress - red,"Size:Large,Medium,Small,X-Small",Rs.,3222,2900,10% off
4,aarke,Indianwear-Women,AARKE26,AARKE26 - Indianwear-Women,printed polyester blend v neck womens short top - yellow,"Size:Medium,Small",Rs.,2111,1900,10% off
4,aarke,Indianwear-Women,AARKE27,AARKE27 - Indianwear-Women,embroidered cotton blend round neck womens ethnic set - turquoise,"Size:Medium,Small,X-Large",Rs.,6111,5500,10% off
4,aarke,Indianwear-Women,AARKE28,AARKE28 - Indianwear-Women,printed chiffon round neck womens short top - yellow,"Size:Large,Medium,X-Large",Rs.,2667,2400,10% off
4,aarke,Indianwear-Women,AARKE29,AARKE29 - Indianwear-Women,printed rayon blend round neck womens ethnic set - rust,"Size:Large,Medium,Small,X-Large",Rs.,5222,4700,10% off
4,aarke,Indianwear-Women,AARKE30,AARKE30 - Indianwear-Women,printed rayon blend round neck womens ethnic set - sky blue,"Size:Large,Medium,X-Large",Rs.,4333,3900,10% off
4,aarke,Indianwear-Women,AARKE31,AARKE31 - Indianwear-Women,printed square neck cotton blend womens dress - ecru,"Size:Large,Medium,Small,X-Small",Rs.,3222,2900,10% off
4,aarke,Indianwear-Women,AARKE32,AARKE32 - Indianwear-Women,printed cowl neck polyester blend womens long dress - white,"Size:Medium,Small,X-Small",Rs.,3778,3400,10% off
4,aarke,Indianwear-Women,AARKE33,AARKE33 - Indianwear-Women,printed round neck cotton blend womens dress - blue,"Size:Large,Medium,Small,X-Small",Rs.,3222,2900,10% off
4,aarke,Indianwear-Women,AARKE34,AARKE34 - Indianwear-Women,printed round neck chiffon womens dress - pink,"Size:Large,Medium,Small",Rs.,4000,3600,10% off
4,aarke,Indianwear-Women,AARKE35,AARKE35 - Indianwear-Women,printed square neck rayon slub womens short top - turquoise,Size:Large,Rs.,1889,1700,10% off
4,aarke,Indianwear-Women,AARKE36,AARKE36 - Indianwear-Women,embroidered poly cotton round neck womens ethnic set - gold,"Size:Medium,Small",Rs.,6556,5900,10% off
4,aarke,Indianwear-Women,AARKE37,AARKE37 - Indianwear-Women,printed shirt collar rayon slub womens top - red,Size:Medium,Rs.,1900,1140,40% off
4,aarke,Indianwear-Women,AARKE38,AARKE38 - Indianwear-Women,printed round neck cotton blend womens dress - rust,Size:Medium,Rs.,3222,2900,10% off
4,aarke,Indianwear-Women,AARKE39,AARKE39 - Indianwear-Women,printed cotton blend collar neck womens shirt blouse - yellow,"Size:Large,Medium,Small",Rs.,2111,1900,10% off
4,aarke,Indianwear-Women,AARKE40,AARKE40 - Indianwear-Women,printed mandarin cotton blend womens dress - yellow,"Size:Large,Medium,Small,X-Small",Rs.,3222,2900,10% off
4,aarke,Indianwear-Women,AARKE41,AARKE41 - Indianwear-Women,printed polyester blend collar neck womens shirt blouse - rust,Size:Large,Rs.,2667,2400,10% off
4,aarke,Indianwear-Women,AARKE42,AARKE42 - Indianwear-Women,printed v neck polyester blend womens dress - green,"Size:Small,X-Small",Rs.,4000,3600,10% off
4,aarke,Indianwear-Women,AARKE43,AARKE43 - Indianwear-Women,printed rayon blend collar neck womens shirt blouse - blue,Size:Small,Rs.,2111,1900,10% off
4,aarke,Indianwear-Women,AARKE44,AARKE44 - Indianwear-Women,printed polyester blend collar neck womens shirt blouse - green,Size:Small,Rs.,2667,2400,10% off
4,aarke,Lingerie&Nightwear-Women,AARKE45,AARKE45 - Lingerie&Nightwear-Women,printed polyester blend v neck womens kaftan - rust,"Size:Large,Medium,Small",Rs.,4000,3600,10% off
5,abercrombie & fitch,Fragrance-Women,AF1,AF1 - Fragrance-Women,first instinct eau de parfum - 100ml,Nan,Rs.,5700,3990,30% off
5,abercrombie & fitch,Fragrance-Women,AF2,AF2 - Fragrance-Women,womens first instinct blue eau de parfum - 100ml,Nan,Rs.,5700,3990,30% off
5,abercrombie & fitch,Fragrance-Women,AF3,AF3 - Fragrance-Women,womens first instinct eau de toilette set of 2 - 100ml+15 ml,Nan,Rs.,6333,5700,10% off
5,abercrombie & fitch,Fragrance-Women,AF4,AF4 - Fragrance-Women,womens first instinct sheer eau de parfum 100 ml,Nan,Rs.,4500,4050,10% off
5,abercrombie & fitch,Fragrance-Women,AF5,AF5 - Fragrance-Women,womens authentic eau de parfum 100 ml,Nan,Rs.,4900,4410,10% off
6,accessorize,Jewellery-Women,AJ1,AJ1 - Jewellery-Women,womens turq teardrop pendant - red,Nan,Rs.,1106,995,10% off
7,adidas,Westernwear-Women,ADIDAS1,ADIDAS1 - Westernwear-Women,striped regular fit blended womens sports tights - black,Size:X-Small,Rs.,1798,899,50% off
7,adidas,Westernwear-Women,ADIDAS2,ADIDAS2 - Westernwear-Women,stripes regular cotton womens sports wear pants - black,"Size:36,40,48",Rs.,1499,1049,30% off
